"barcode","SampleType","RawCount","logCPM"
"TCGA-HZ-7923","Primary Tumor",8186,6.64459764393814
"TCGA-FB-AAPP","Primary Tumor",609,4.39816520383807
"TCGA-H8-A6C1","Primary Tumor",4738,6.65257394956619
"TCGA-F2-7273","Primary Tumor",11920,7.28952140235549
"TCGA-HZ-7920","Primary Tumor",10671,7.15962553776774
"TCGA-3A-A9IJ","Primary Tumor",1235,4.85073606171734
"TCGA-HV-A7OL","Primary Tumor",1795,5.72864892313487
"TCGA-2J-AABO","Primary Tumor",16777,9.15114904904787
"TCGA-F2-7276","Primary Tumor",14451,7.78938067091537
"TCGA-HZ-8637","Primary Tumor",7633,6.42059163608511
"TCGA-3A-A9IN","Primary Tumor",9254,7.58598617060896
"TCGA-HZ-7918","Primary Tumor",16488,8.27146333634174
"TCGA-FB-A78T","Primary Tumor",5071,6.43170206883013
"TCGA-M8-A5N4","Primary Tumor",5422,7.12636276096975
"TCGA-2J-AABI","Primary Tumor",16193,7.97135928935896
"TCGA-IB-AAUO","Primary Tumor",6410,6.98686861037018
"TCGA-IB-7647","Primary Tumor",17642,7.76474719217592
"TCGA-2L-AAQA","Primary Tumor",13249,7.87016688122226
"TCGA-2L-AAQE","Primary Tumor",61950,10.3819088106338
"TCGA-2J-AABK","Primary Tumor",3899,6.05776550429382
"TCGA-HV-A5A4","Primary Tumor",3002,6.11059183322315
"TCGA-IB-7651","Primary Tumor",7043,6.55101472669138
"TCGA-HZ-8636","Primary Tumor",22892,8.22195902992863
"TCGA-IB-7893","Primary Tumor",12801,7.93487109098454
"TCGA-US-A774","Primary Tumor",11276,7.71143312621934
"TCGA-HZ-A49I","Primary Tumor",5181,6.92445899543109
"TCGA-HZ-7926","Primary Tumor",12774,7.56194020429562
"TCGA-2J-AAB8","Primary Tumor",3299,6.99312079774398
"TCGA-LB-A9Q5","Primary Tumor",5994,7.89571756205388
"TCGA-2J-AABT","Primary Tumor",4976,7.1038878540683
"TCGA-IB-7889","Primary Tumor",43707,9.66688270645417
"TCGA-FB-A5VM","Primary Tumor",4584,6.76796305708774
"TCGA-2J-AAB4","Primary Tumor",12523,7.84189652220713
"TCGA-3A-A9I9","Primary Tumor",6797,7.31524491681222
"TCGA-IB-8126","Primary Tumor",9071,7.82372865567278
"TCGA-YH-A8SY","Primary Tumor",5335,7.11370605387012
"TCGA-HZ-A4BK","Primary Tumor",7600,7.28676976007008
"TCGA-FB-AAQ3","Primary Tumor",2278,6.26374439926549
"TCGA-IB-7890","Primary Tumor",23896,9.1958326686352
"TCGA-HZ-8001","Primary Tumor",13460,7.83864304101609
"TCGA-IB-AAUS","Primary Tumor",7081,7.18816767237828
"TCGA-IB-AAUR","Primary Tumor",9171,7.33820971587618
