"barcode","SampleType","RawCount","logCPM","CD8_Tscore","Tcell_score","Leukocyte_score"
"TCGA-CN-A6V1","Primary Tumor",21363,8.8042714740595,1924.5,3332,4905
"TCGA-CN-A6V3","Primary Tumor",39110,9.17883877417664,711.5,612,1910
"TCGA-CN-A6V6","Primary Tumor",22086,8.79993112191563,1681.5,1353,3323
"TCGA-CN-A6V7","Primary Tumor",15506,7.73380724446553,467,390.333333333333,951
"TCGA-CQ-5323","Primary Tumor",18098,8.78478772323443,291.5,339,1167
"TCGA-CQ-5324","Primary Tumor",40922,10.2000490363788,277.5,277,890
"TCGA-CQ-5325","Primary Tumor",13138,8.82916557788455,974,1034,3538
"TCGA-CQ-5326","Primary Tumor",57180,9.89198076475871,144.5,145.666666666667,2253
"TCGA-CQ-5327","Primary Tumor",39481,9.70802017918061,943,679,2478
"TCGA-CQ-5329","Primary Tumor",9405,7.80936882160115,357.5,386.666666666667,2614
"TCGA-CQ-5330","Primary Tumor",19388,8.83328662522202,421,535.333333333333,3278
"TCGA-CQ-5331","Primary Tumor",48284,9.3352353416772,1336.5,1509.66666666667,7560
"TCGA-CQ-5332","Primary Tumor",21307,8.87636336678523,85,158,1339
"TCGA-CQ-5333","Primary Tumor",18218,8.87163325332671,678,1021.66666666667,2464
"TCGA-CQ-5334","Primary Tumor",30827,9.45248354532478,1199,963,3132
"TCGA-CQ-6218","Primary Tumor",36958,9.58932557372813,233.5,344.333333333333,1467
"TCGA-CQ-6219","Primary Tumor",27971,8.90471143256831,997,1175.66666666667,3071
"TCGA-CQ-6220","Primary Tumor",51714,10.2805876483125,230,278,820
"TCGA-CQ-6221","Primary Tumor",5579,6.7825248217833,43.5,53.3333333333333,783
"TCGA-CQ-6222","Primary Tumor",27188,9.20147797033091,891.5,995.333333333333,2959
"TCGA-CQ-6223","Primary Tumor",46391,9.61507386874133,212,404.666666666667,1532
"TCGA-CQ-6224","Primary Tumor",22804,8.4770566703553,152,532.333333333333,2540
"TCGA-CQ-6225","Primary Tumor",57784,9.67845078880005,664.5,51.6666666666667,169
"TCGA-CQ-6227","Primary Tumor",52405,9.61959173466285,159.5,335.666666666667,1120
"TCGA-CQ-6228","Primary Tumor",33889,8.90600525875327,45.5,96.6666666666667,986
"TCGA-CQ-6229","Primary Tumor",53978,9.73824116366102,578.5,595.333333333333,1580
"TCGA-CQ-7063","Primary Tumor",24635,9.38440399965465,713,715,2922
"TCGA-CQ-7065","Primary Tumor",28432,9.23437905214847,4,18,72
"TCGA-CQ-7067","Primary Tumor",47642,9.44176786904328,73.5,325.333333333333,1193
"TCGA-CQ-7068","Primary Tumor",34932,9.01207140784143,2357.5,1975.33333333333,4289
"TCGA-CQ-7069","Primary Tumor",41785,10.1707742796821,52,52.6666666666667,328
"TCGA-CQ-7071","Primary Tumor",33597,9.65481041258446,251.5,355.666666666667,1854
"TCGA-CQ-7072","Primary Tumor",16141,7.95257702087917,12,209.333333333333,803
"TCGA-CQ-A4C6","Primary Tumor",31775,9.22221394141949,219.5,385.666666666667,1601
"TCGA-CQ-A4C7","Primary Tumor",19782,8.63702168931303,109.5,177.666666666667,606
"TCGA-CQ-A4C9","Primary Tumor",15492,8.2731877734118,56.5,101,333
"TCGA-CQ-A4CA","Primary Tumor",31640,9.52499680706245,587.5,643.666666666667,1344
"TCGA-CQ-A4CB","Primary Tumor",16557,8.32433582413768,98.5,183.666666666667,1321
