"barcode","SampleType","RawCount","logCPM","CD8_Tscore","Tcell_score","Leukocyte_score"
"TCGA-AX-A2HA","Primary Tumor",4751,7.95656089965494,401,281,595
"TCGA-AX-A2HA","Primary Tumor",4751,7.95656089965494,146,124.333333333333,272
"TCGA-AX-A2HC","Primary Tumor",1283,5.40362533981427,8.5,15.3333333333333,106
"TCGA-AX-A2HC","Primary Tumor",1283,5.40362533981427,196,250.666666666667,745
"TCGA-AX-A2HC","Solid Tissue Normal",9123,8.15077760999679,8.5,15.3333333333333,106
"TCGA-AX-A2HC","Solid Tissue Normal",9123,8.15077760999679,196,250.666666666667,745
"TCGA-AX-A2HD","Primary Tumor",3875,6.95126614450897,242.5,86.3333333333333,362
"TCGA-AX-A2HD","Primary Tumor",3875,6.95126614450897,251.5,207.666666666667,543
"TCGA-AX-A2HD","Solid Tissue Normal",12045,8.04046373031219,242.5,86.3333333333333,362
"TCGA-AX-A2HD","Solid Tissue Normal",12045,8.04046373031219,251.5,207.666666666667,543
"TCGA-AX-A2HF","Primary Tumor",6979,7.88383686902825,176.5,150.333333333333,301
"TCGA-AX-A2HG","Primary Tumor",2319,6.61795460145321,365,346.333333333333,428
"TCGA-AX-A2HH","Primary Tumor",13177,7.92423559807823,25.5,12.3333333333333,35
"TCGA-AX-A2HJ","Primary Tumor",5049,7.52320185501271,117.5,183,381
"TCGA-AX-A2HK","Primary Tumor",2111,5.86187412933813,41.5,30,125
"TCGA-AX-A2IN","Primary Tumor",3836,6.30284712486052,380,422.333333333333,787
"TCGA-AX-A2IO","Primary Tumor",10399,8.65906664182464,81,86.3333333333333,189
"TCGA-AX-A3FS","Primary Tumor",2175,5.4490486637275,263,192.333333333333,830
"TCGA-AX-A3FT","Primary Tumor",4522,6.59614786234844,3382.5,1874.66666666667,4483
"TCGA-AX-A3FV","Primary Tumor",4692,6.54104568523814,78.5,50.6666666666667,239
"TCGA-AX-A3FW","Primary Tumor",5614,7.29712171408255,48.5,65.6666666666667,210
"TCGA-AX-A3FX","Primary Tumor",3875,6.65475670980021,82,234.666666666667,582
"TCGA-AX-A3FZ","Primary Tumor",1110,4.47418518246992,35,18,86
"TCGA-AX-A3G1","Primary Tumor",31746,9.69367188839492,380.5,462.666666666667,1555
"TCGA-AX-A3G3","Primary Tumor",9873,7.96612449133468,492.5,544,1315
"TCGA-AX-A3G4","Primary Tumor",7490,7.53288511980745,62.5,79.3333333333333,191
"TCGA-AX-A3G6","Primary Tumor",20814,8.99022911589841,2241.5,58,366
"TCGA-AX-A3G7","Primary Tumor",2027,5.8592603241556,194.5,196,305
"TCGA-AX-A3G8","Primary Tumor",3128,6.82996455446765,21.5,42,19
"TCGA-AX-A3G9","Primary Tumor",5274,6.9767783226865,131.5,69.3333333333333,116
"TCGA-AX-A3GB","Primary Tumor",9710,7.99155147771454,476.5,420,604
"TCGA-AX-A3GI","Primary Tumor",8259,7.66225872803069,17.5,22.6666666666667,121
"TCGA-B5-A0JN","Primary Tumor",3870,6.11820582032033,43.5,63,258
"TCGA-B5-A0JR","Primary Tumor",1464,5.12079443562126,699.5,567.333333333333,1319
"TCGA-B5-A0JS","Primary Tumor",23032,10.1908194029067,86,445.666666666667,444
"TCGA-B5-A0JT","Primary Tumor",17583,9.32825885986698,117.5,107,462
"TCGA-B5-A0JU","Primary Tumor",11172,8.68181187293121,24,29,124
"TCGA-B5-A0JV","Primary Tumor",11334,8.97616890847484,63,79.6666666666667,127
"TCGA-B5-A0JX","Primary Tumor",15935,9.08438361768308,245,325.333333333333,779
"TCGA-B5-A0JY","Primary Tumor",1472,5.9950937649909,109,193.333333333333,299
"TCGA-B5-A0JZ","Primary Tumor",1893,6.12169991291193,577.5,944.333333333333,1625
"TCGA-B5-A0K0","Primary Tumor",6177,7.64239024051892,531,758,2018
"TCGA-B5-A0K1","Primary Tumor",12552,9.23277796381502,14,23,113
"TCGA-B5-A0K2","Primary Tumor",8285,9.02194427131748,252,477.333333333333,693
"TCGA-B5-A0K3","Primary Tumor",2319,6.71585108319645,38,45.6666666666667,162
"TCGA-B5-A0K4","Primary Tumor",3748,7.89638633752799,14,17,17
"TCGA-B5-A0K6","Primary Tumor",14430,9.72425232985003,43.5,155.333333333333,152
"TCGA-B5-A0K7","Primary Tumor",5986,8.17495712486387,508,402.666666666667,633
"TCGA-B5-A0K8","Primary Tumor",8712,8.34625569594697,176.5,218.333333333333,568
"TCGA-B5-A0K9","Primary Tumor",27183,9.00125103780922,283,346.333333333333,1371
"TCGA-B5-A0KB","Primary Tumor",13977,9.25264089984867,47.5,146.666666666667,870
"TCGA-B5-A11E","Primary Tumor",1064,5.46254053663067,109.5,126.666666666667,337
"TCGA-B5-A11F","Primary Tumor",2564,6.98013620393846,219,44.3333333333333,146
"TCGA-B5-A11G","Primary Tumor",1431,6.30335522479146,155,242.333333333333,137
"TCGA-B5-A11H","Primary Tumor",1292,5.6748584523528,149,328.333333333333,1022
"TCGA-B5-A11I","Primary Tumor",2738,6.71998489323326,150,290.333333333333,1268
"TCGA-B5-A11J","Primary Tumor",8940,8.47709295807476,93.5,144.666666666667,571
"TCGA-B5-A11L","Primary Tumor",5657,8.18216930806907,131,183,757
"TCGA-B5-A11M","Primary Tumor",12131,8.59454027736682,100,187.666666666667,520
"TCGA-B5-A11N","Primary Tumor",3200,7.51258317215395,671.5,654.333333333333,1546
"TCGA-B5-A11O","Primary Tumor",4543,7.41934962966065,72.5,267,621
"TCGA-B5-A11P","Primary Tumor",41426,10.6283840773523,69,8.33333333333333,90
"TCGA-B5-A11Q","Primary Tumor",1460,6.4187717575545,14,20.3333333333333,20
"TCGA-B5-A11R","Primary Tumor",14821,8.39623344485392,367.5,333.666666666667,603
"TCGA-B5-A11S","Primary Tumor",6420,7.96769303643152,38,92.6666666666667,428
"TCGA-B5-A11U","Primary Tumor",9616,8.78713763720159,90.5,92.3333333333333,362
"TCGA-B5-A11V","Primary Tumor",4143,7.53655870644315,208,72.3333333333333,198
"TCGA-B5-A11W","Primary Tumor",7050,8.27977239732038,59.5,135.333333333333,239
"TCGA-B5-A11X","Primary Tumor",2851,7.08635882860151,379,260,916
"TCGA-B5-A11Y","Primary Tumor",9877,9.16283234924569,568,441,881
"TCGA-B5-A11Z","Primary Tumor",3862,7.14839718036066,75,74.3333333333333,280
"TCGA-B5-A121","Primary Tumor",22076,9.68279233646074,158.5,164.666666666667,325
"TCGA-B5-A1MR","Primary Tumor",886,5.35196532990524,942.5,1184.33333333333,2177
"TCGA-B5-A1MS","Primary Tumor",15259,7.71287468213927,219,89,389
"TCGA-B5-A1MU","Primary Tumor",11348,8.6758920362064,173,191.333333333333,903
